,FIPStxt,State,Area_name,Unemployment_rate_2015,Median_Household_Income_2015,poverty_rate,FIPS Code,college_rate,county_name,crime_rate_per_100000,index,population,FIPS_ST,FIPS_CTY,Unnamed: 0,County,County Code,Deaths,Population,Crude Rate,fire_rate,code,state,curved_score
24,01051,AL,"Elmore County, AL",0.147321428571,0.297594314894,0.28431372549,1051,0.533678756477,"Elmore County, AL",0.158646937514,958,80902,1,51,,"Elmore County, AL",1051,53.0,1272732,4.2,0.0956195244055,AL,Alabama,0.138554216867
25,01053,AL,"Escambia County, AL",0.232142857143,0.135390171446,0.485294117647,1053,0.414507772021,"Escambia County, AL",0.345256380926,147,37983,1,53,,"Escambia County, AL",1053,32.0,645721,5.0,0.115644555695,AL,Alabama,0.138554216867
26,01055,AL,"Etowah County, AL",0.191964285714,0.186892025707,0.394607843137,1055,0.655440414508,"Etowah County, AL",0.286720843812,284,103931,1,55,,"Etowah County, AL",1055,77.0,1762214,4.4,0.100876095119,AL,Alabama,0.138554216867
27,01057,AL,"Fayette County, AL",0.232142857143,0.137768673669,0.394607843137,1057,0.39896373057,"Fayette County, AL",0.128709261341,1283,16909,1,57,,"Fayette County, AL",1057,12.0,299972,Unreliable,0.0916145181477,AL,Alabama,0.138554216867
28,01059,AL,"Franklin County, AL",0.205357142857,0.151845523562,0.411764705882,1059,0.427461139896,"Franklin County, AL",0.277850542803,307,31532,1,59,,"Franklin County, AL",1059,11.0,532441,Unreliable,0.0433041301627,AL,Alabama,0.138554216867
29,01061,AL,"Geneva County, AL",0.183035714286,0.130040968487,0.44362745098,1061,0.528497409326,"Geneva County, AL",0.177472810579,802,26727,1,61,,"Geneva County, AL",1061,22.0,446566,4.9,0.114893617021,AL,Alabama,0.138554216867
30,01063,AL,"Greene County, AL",0.415178571429,0.024309263538,0.747549019608,1063,0.435233160622,"Greene County, AL",0.504173549383,39,8744,1,63,,"Greene County, AL",1063,21.0,158808,13.2,0.322403003755,AL,Alabama,0.138554216867
31,01065,AL,"Hale County, AL",0.267857142857,0.122089975341,0.573529411765,1065,0.380829015544,"Hale County, AL",0.0760663393162,1996,15406,1,65,,"Hale County, AL",1065,24.0,277271,8.7,0.208260325407,AL,Alabama,0.138554216867
32,01067,AL,"Henry County, AL",0.223214285714,0.19034813506,0.321078431373,1067,0.455958549223,"Henry County, AL",0.216168416488,539,17296,1,67,,"Henry County, AL",1067,16.0,287392,Unreliable,0.130913642053,AL,Alabama,0.138554216867
33,01069,AL,"Houston County, AL",0.196428571429,0.200706754946,0.406862745098,1069,0.564766839378,"Houston County, AL",0.223929714133,502,103668,1,69,,"Houston County, AL",1069,64.0,1646898,3.9,0.0888610763454,AL,Alabama,0.138554216867
34,01071,AL,"Jackson County, AL",0.214285714286,0.168019338679,0.382352941176,1071,0.39896373057,"Jackson County, AL",0.214990423996,550,52951,1,71,,"Jackson County, AL",1071,25.0,907056,2.8,0.0605757196496,AL,Alabama,0.138554216867
35,01073,AL,"Jefferson County, AL",0.178571428571,0.247762266276,0.40931372549,1073,0.569948186528,"Jefferson County, AL",0.445513142247,59,659479,1,73,,"Jefferson County, AL",1073,1499.0,11195114,13.4,0.326658322904,AL,Alabama,0.138554216867
36,01077,AL,"Lauderdale County, AL",0.227678571429,0.195270178436,0.365196078431,1077,0.497409326425,"Lauderdale County, AL",0.146730029594,1070,92797,1,77,,"Lauderdale County, AL",1077,49.0,1539817,3.2,0.0710888610763,AL,Alabama,0.138554216867
37,01079,AL,"Lawrence County, AL",0.263392857143,0.183261169252,0.377450980392,1079,0.463730569948,"Lawrence County, AL",0.164485301571,906,33587,1,79,,"Lawrence County, AL",1079,27.0,581454,4.6,0.107634543179,AL,Alabama,0.138554216867
38,01081,AL,"Lee County, AL",0.151785714286,0.22860804225,0.46568627451,1081,0.515544041451,"Lee County, AL",0.137537729485,1166,150933,1,81,,"Lee County, AL",1081,120.0,2259103,5.3,0.124405506884,AL,Alabama,0.138554216867
39,01083,AL,"Limestone County, AL",0.165178571429,0.312273071472,0.296568627451,1083,0.481865284974,"Limestone County, AL",0.0847937596549,1850,88845,1,83,,"Limestone County, AL",1083,47.0,1311618,3.6,0.0811013767209,AL,Alabama,0.138554216867
40,01085,AL,"Lowndes County, AL",0.441964285714,0.0798303011475,0.745098039216,1085,0.401554404145,"Lowndes County, AL",0.333685675518,172,10703,1,85,,"Lowndes County, AL",1085,35.0,203850,17.2,0.421276595745,AL,Alabama,0.138554216867
41,01087,AL,"Macon County, AL",0.276785714286,0.064345766266,0.627450980392,1087,0.569948186528,"Macon County, AL",0.513026843037,35,19688,1,87,,"Macon County, AL",1087,71.0,372204,19.1,0.469086357947,AL,Alabama,0.138554216867
42,01089,AL,"Madison County, AL",0.165178571429,0.351659126653,0.289215686275,1089,0.538860103627,"Madison County, AL",0.336696079211,164,346892,1,89,,"Madison County, AL",1089,202.0,5355512,3.8,0.0858573216521,AL,Alabama,0.138554216867
43,01091,AL,"Marengo County, AL",0.258928571429,0.121303613382,0.453431372549,1091,0.471502590674,"Marengo County, AL",0.257491715784,367,20155,1,91,,"Marengo County, AL",1091,24.0,362769,6.6,0.15719649562,AL,Alabama,0.138554216867
44,01093,AL,"Marion County, AL",0.227678571429,0.117303846378,0.392156862745,1093,0.593264248705,"Marion County, AL",0.15636961194,978,30334,1,93,,"Marion County, AL",1093,13.0,521158,Unreliable,0.0538172715895,AL,Alabama,0.138554216867
45,01095,AL,"Marshall County, AL",0.178571428571,0.17188319127,0.421568627451,1095,0.512953367876,"Marshall County, AL",0.10423446204,1562,94760,1,95,,"Marshall County, AL",1095,31.0,1513293,2.0,0.0428035043805,AL,Alabama,0.138554216867
46,01097,AL,"Mobile County, AL",0.232142857143,0.190629672058,0.401960784314,1097,0.551813471503,"Mobile County, AL",0.308209537529,230,414079,1,97,,"Mobile County, AL",1097,737.0,6906750,10.7,0.258573216521,AL,Alabama,0.138554216867
47,01099,AL,"Monroe County, AL",0.366071428571,0.119109566433,0.598039215686,1099,0.380829015544,"Monroe County, AL",0.268528402013,336,22236,1,99,,"Monroe County, AL",1099,29.0,396147,7.3,0.174718397997,AL,Alabama,0.138554216867
48,01101,AL,"Montgomery County, AL",0.196428571429,0.191949983496,0.497549019608,1101,0.492227979275,"Montgomery County, AL",0.22133486927,515,226659,1,101,,"Montgomery County, AL",1101,479.0,3843739,12.5,0.30337922403,AL,Alabama,0.138554216867
49,01103,AL,"Morgan County, AL",0.178571428571,0.236296914743,0.350490196078,1103,0.551813471503,"Morgan County, AL",0.14208664708,1117,119787,1,103,,"Morgan County, AL",1103,63.0,1972383,3.2,0.0713391739675,AL,Alabama,0.138554216867
50,01105,AL,"Perry County, AL",0.366071428571,0.0322699648564,0.786764705882,1105,0.349740932642,"Perry County, AL",0.0,2996,10020,1,105,,"Perry County, AL",1105,19.0,183897,Unreliable,0.250062578223,AL,Alabama,0.138554216867
51,01107,AL,"Pickens County, AL",0.223214285714,0.0996640972371,0.473039215686,1107,0.450777202073,"Pickens County, AL",0.120805940226,1357,19401,1,107,,"Pickens County, AL",1107,10.0,343804,Unreliable,0.0643304130163,AL,Alabama,0.138554216867
52,01109,AL,"Pike County, AL",0.214285714286,0.112109974176,0.526960784314,1109,0.344559585492,"Pike County, AL",0.23098811376,476,33339,1,109,,"Pike County, AL",1109,31.0,536577,5.8,0.136170212766,AL,Alabama,0.138554216867
53,01111,AL,"Randolph County, AL",0.183035714286,0.14017630041,0.365196078431,1111,0.411917098446,"Randolph County, AL",0.149778969435,1039,22727,1,111,,"Randolph County, AL",1111,26.0,384427,6.8,0.160700876095,AL,Alabama,0.138554216867
54,01113,AL,"Russell County, AL",0.183035714286,0.128439120051,0.470588235294,1113,0.637305699482,"Russell County, AL",0.250992627756,391,59585,1,113,,"Russell County, AL",1113,89.0,896464,9.9,0.240050062578,AL,Alabama,0.138554216867
55,01115,AL,"St. Clair County, AL",0.15625,0.297691396618,0.25,1115,0.59067357513,"St. Clair County, AL",0.113795406069,1433,86308,1,115,,"St. Clair County, AL",1115,37.0,1306235,2.8,0.0623279098874,AL,Alabama,0.138554216867
56,01117,AL,"Shelby County, AL",0.107142857143,0.46584664971,0.178921568627,1117,0.518134715026,"Shelby County, AL",0.0986636362846,1638,204180,1,117,,"Shelby County, AL",1117,68.0,3041365,2.2,0.0475594493116,AL,Alabama,0.138554216867
57,01119,AL,"Sumter County, AL",0.276785714286,0.029483719395,0.634803921569,1119,0.318652849741,"Sumter County, AL",0.309069301634,228,13361,1,119,,"Sumter County, AL",1119,20.0,237487,8.4,0.20225281602,AL,Alabama,0.138554216867
58,01121,AL,"Talladega County, AL",0.214285714286,0.145787624022,0.482843137255,1121,0.536269430052,"Talladega County, AL",0.182351590464,762,81096,1,121,,"Talladega County, AL",1121,99.0,1384534,7.2,0.170463078849,AL,Alabama,0.138554216867
59,01123,AL,"Tallapoosa County, AL",0.191964285714,0.156854940489,0.448529411765,1123,0.489637305699,"Tallapoosa County, AL",0.277643901031,309,41203,1,123,,"Tallapoosa County, AL",1123,35.0,702008,5.0,0.116395494368,AL,Alabama,0.138554216867
60,01125,AL,"Tuscaloosa County, AL",0.165178571429,0.242451896006,0.441176470588,1125,0.487046632124,"Tuscaloosa County, AL",0.241198006952,428,200821,1,125,,"Tuscaloosa County, AL",1125,173.0,3125897,5.5,0.129912390488,AL,Alabama,0.138554216867
61,01127,AL,"Walker County, AL",0.245535714286,0.139904471584,0.433823529412,1127,0.564766839378,"Walker County, AL",0.247742183266,400,65998,1,127,,"Walker County, AL",1127,37.0,1155639,3.2,0.0715894868586,AL,Alabama,0.138554216867
62,01129,AL,"Washington County, AL",0.316964285714,0.191872318117,0.458333333333,1129,0.396373056995,"Washington County, AL",0.181857222615,766,16877,1,129,,"Washington County, AL",1129,16.0,298063,Unreliable,0.12590738423,AL,Alabama,0.138554216867
63,01131,AL,"Wilcox County, AL",0.571428571429,0.00116498068074,0.656862745098,1131,0.370466321244,"Wilcox County, AL",0.187542335272,727,11307,1,131,,"Wilcox County, AL",1131,18.0,205984,Unreliable,0.210262828536,AL,Alabama,0.138554216867
64,01133,AL,"Winston County, AL",0.254464285714,0.132060268334,0.362745098039,1133,0.520725388601,"Winston County, AL",0.207998607856,597,24146,1,133,,"Winston County, AL",1133,19.0,416671,Unreliable,0.10563204005,AL,Alabama,0.138554216867
65,02020,AK,"Anchorage Borough/municipality, AK",0.142857142857,0.53294953692,0.186274509804,2020,0.683937823834,"Anchorage Municipality, AK",0.460225358383,50,300950,2,20,,"Anchorage Borough, AK",2020,182.0,4788449,3.8,0.0866082603254,AK,Alaska,0.0120481927711
66,02050,AK,"Bethel Census Area, AK",0.553571428571,0.213142923713,0.487745098039,2050,0.375647668394,"Bethel Census Area, AK",0.153980293611,1001,17758,2,50,,"Bethel Census Area, AK",2050,24.0,287127,8.4,0.200750938673,AK,Alaska,0.0120481927711
67,02090,AK,"Fairbanks North Star Borough, AK",0.160714285714,0.465866066054,0.161764705882,2090,0.777202072539,"Fairbanks North Star Borough, AK",0.101677485354,1601,100436,2,90,,"Fairbanks North Star Borough, AK",2090,51.0,1573847,3.2,0.072590738423,AK,Alaska,0.0120481927711
68,02122,AK,"Kenai Peninsula Borough, AK",0.267857142857,0.379890491816,0.237745098039,2122,0.733160621762,"Kenai Peninsula Borough, AK",0.0937434454665,1713,57147,2,122,,"Kenai Peninsula Borough, AK",2122,22.0,909419,2.4,0.0520650813517,AK,Alaska,0.0120481927711
69,02170,AK,"Matanuska-Susitna Borough, AK",0.258928571429,0.521396811836,0.208333333333,2170,0.795336787565,"Matanuska-Susitna Borough, AK",0.0357595873474,2613,95192,2,170,,"Matanuska-Susitna Borough, AK",2170,49.0,1355672,3.6,0.0818523153942,AK,Alaska,0.0120481927711
70,02290,AK,"Yukon-Koyukuk Census Area, AK",0.732142857143,0.144273149137,0.460784313725,2290,0.564766839378,"Yukon-Koyukuk Census Area, AK",0.0,2978,5695,2,290,,"Yukon-Koyukuk Census Area, AK",2290,17.0,108139,Unreliable,0.384981226533,AK,Alaska,0.0120481927711
71,04001,AZ,"Apache County, AZ",0.508928571429,0.0793934333922,0.850490196078,4001,0.60621761658,"Apache County, AZ",0.0535276275771,2341,71934,4,1,,"Apache County, AZ",4001,49.0,1191393,4.1,0.0943679599499,AZ,Arizona,0.0
72,04003,AZ,"Cochise County, AZ",0.241071428571,0.199570898783,0.357843137255,4003,0.80829015544,"Cochise County, AZ",0.329720036437,180,129473,4,3,,"Cochise County, AZ",4003,71.0,2137210,3.3,0.0745932415519,AZ,Arizona,0.0
73,04005,AZ,"Coconino County, AZ",0.209821428571,0.282129196357,0.428921568627,4005,0.629533678756,"Coconino County, AZ",0.186776656735,729,136539,4,5,,"Coconino County, AZ",4005,51.0,2188970,2.3,0.0498122653317,AZ,Arizona,0.0
74,04007,AZ,"Gila County, AZ",0.267857142857,0.179135196008,0.438725490196,4007,0.727979274611,"Gila County, AZ",0.136740297461,1182,53053,4,7,,"Gila County, AZ",4007,36.0,891499,4.0,0.0926157697121,AZ,Arizona,0.0
75,04013,AZ,"Maricopa County, AZ",0.147321428571,0.3215637924,0.387254901961,4013,0.624352331606,"Maricopa County, AZ",0.228912296128,485,4009412,4,13,,"Maricopa County, AZ",4013,3447.0,61627585,5.6,0.131414267835,AZ,Arizona,0.0
76,04015,AZ,"Mohave County, AZ",0.272321428571,0.169562938081,0.365196078431,4015,0.70725388601,"Mohave County, AZ",0.100871612795,1613,203030,4,15,,"Mohave County, AZ",4015,121.0,3186478,3.8,0.0866082603254,AZ,Arizona,0.0
77,04017,AZ,"Navajo County, AZ",0.348214285714,0.14333145642,0.625,4017,0.725388601036,"Navajo County, AZ",0.199666673303,647,107322,4,17,,"Navajo County, AZ",4017,54.0,1773418,3.0,0.0675844806008,AZ,Arizona,0.0
78,04019,AZ,"Pima County, AZ",0.160714285714,0.235063976856,0.433823529412,4019,0.655440414508,"Pima County, AZ",0.266824179982,344,996554,4,19,,"Pima County, AZ",4019,867.0,15927209,5.4,0.127659574468,AZ,Arizona,0.0
79,04021,AZ,"Pinal County, AZ",0.200892857143,0.271770576471,0.343137254902,4021,0.717616580311,"Pinal County, AZ",0.109643873819,1480,389350,4,21,,"Pinal County, AZ",4021,203.0,5007642,4.1,0.0928660826033,AZ,Arizona,0.0
80,04023,AZ,"Santa Cruz County, AZ",0.428571428571,0.116488359901,0.495098039216,4023,0.432642487047,"Santa Cruz County, AZ",0.0632397561704,2195,46768,4,23,,"Santa Cruz County, AZ",4023,21.0,745714,2.8,0.0620775969962,AZ,Arizona,0.0
81,04025,AZ,"Yavapai County, AZ",0.169642857143,0.23616100033,0.321078431373,4025,0.756476683938,"Yavapai County, AZ",0.178461492147,792,215133,4,25,,"Yavapai County, AZ",4025,81.0,3372822,2.4,0.0515644555695,AZ,Arizona,0.0
82,04027,AZ,"Yuma County, AZ",0.883928571429,0.170203677456,0.448529411765,4027,0.582901554404,"Yuma County, AZ",0.193315091013,684,201201,4,27,,"Yuma County, AZ",4027,73.0,3125092,2.3,0.0500625782228,AZ,Arizona,0.0
83,05001,AR,"Arkansas County, AR",0.107142857143,0.177513931227,0.416666666667,5001,0.466321243523,"Arkansas County, AR",0.329882963643,178,18777,5,1,,"Arkansas County, AR",5001,22.0,332796,6.6,0.156946182728,AR,Arkansas,0.10843373494
84,05003,AR,"Ashley County, AR",0.267857142857,0.164815641807,0.384803921569,5003,0.546632124352,"Ashley County, AR",0.13634324108,1184,21283,5,3,,"Ashley County, AR",5003,16.0,382370,Unreliable,0.0961201501877,AR,Arkansas,0.10843373494
85,05005,AR,"Baxter County, AR",0.165178571429,0.135992078131,0.333333333333,5005,0.642487046632,"Baxter County, AR",0.0667622641975,2133,40957,5,5,,"Baxter County, AR",5005,15.0,683778,Unreliable,0.0463078848561,AR,Arkansas,0.10843373494
86,05007,AR,"Benton County, AR",0.0892857142857,0.363085645496,0.230392156863,5007,0.430051813472,"Benton County, AR",0.14909398586,1047,237297,5,7,,"Benton County, AR",5007,43.0,3400847,1.3,0.0230287859825,AR,Arkansas,0.10843373494
87,05009,AR,"Boone County, AR",0.138392857143,0.174892724696,0.333333333333,5009,0.673575129534,"Boone County, AR",0.198467594038,656,37396,5,9,,"Boone County, AR",5009,22.0,610764,3.6,0.0816020025031,AR,Arkansas,0.10843373494
88,05015,AR,"Carroll County, AR",0.125,0.142642176184,0.325980392157,5015,0.577720207254,"Carroll County, AR",0.138465778252,1155,27808,5,15,,"Carroll County, AR",5015,10.0,453412,Unreliable,0.0468085106383,AR,Arkansas,0.10843373494
89,05017,AR,"Chicot County, AR",0.325892857143,0.0686756111294,0.610294117647,5017,0.365284974093,"Chicot County, AR",0.329849927788,179,11335,5,17,,"Chicot County, AR",5017,26.0,211529,12.3,0.299123904881,AR,Arkansas,0.10843373494
90,05019,AR,"Clark County, AR",0.169642857143,0.145253674543,0.441176470588,5019,0.523316062176,"Clark County, AR",0.215922567584,541,22743,5,19,,"Clark County, AR",5019,17.0,391798,Unreliable,0.100125156446,AR,Arkansas,0.10843373494
91,05023,AR,"Cleburne County, AR",0.227678571429,0.204056074403,0.303921568627,5023,0.512953367876,"Cleburne County, AR",0.136869659346,1180,25686,5,23,,"Cleburne County, AR",5023,10.0,428368,Unreliable,0.0498122653317,AR,Arkansas,0.10843373494
92,05027,AR,"Columbia County, AR",0.214285714286,0.147205017183,0.473039215686,5027,0.432642487047,"Columbia County, AR",0.106231207928,1529,24164,5,27,,"Columbia County, AR",5027,20.0,422193,4.7,0.11013767209,AR,Arkansas,0.10843373494
93,05029,AR,"Conway County, AR",0.191964285714,0.20200765004,0.345588235294,5029,0.427461139896,"Conway County, AR",0.149720488481,1041,21245,5,29,,"Conway County, AR",5029,21.0,354206,5.9,0.139924906133,AR,Arkansas,0.10843373494
94,05031,AR,"Craighead County, AR",0.116071428571,0.189950099994,0.360294117647,5031,0.520725388601,"Craighead County, AR",0.179802685395,777,101488,5,31,,"Craighead County, AR",5031,46.0,1562009,2.9,0.0650813516896,AR,Arkansas,0.10843373494
95,05033,AR,"Crawford County, AR",0.151785714286,0.229607984001,0.276960784314,5033,0.598445595855,"Crawford County, AR",0.176536737516,810,61640,5,33,,"Crawford County, AR",5033,24.0,998443,2.4,0.0515644555695,AR,Arkansas,0.10843373494
96,05035,AR,"Crittenden County, AR",0.196428571429,0.140545210959,0.529411764706,5035,0.49481865285,"Crittenden County, AR",0.979307754096,2,49746,5,35,,"Crittenden County, AR",5035,84.0,855830,9.8,0.237296620776,AR,Arkansas,0.10843373494
97,05037,AR,"Cross County, AR",0.160714285714,0.157641302448,0.419117647059,5037,0.295336787565,"Cross County, AR",0.193983738274,683,17548,5,37,,"Cross County, AR",5037,13.0,312425,Unreliable,0.0956195244055,AR,Arkansas,0.10843373494
98,05041,AR,"Desha County, AR",0.245535714286,0.0785682387434,0.634803921569,5041,0.411917098446,"Desha County, AR",0.232050635753,471,12505,5,41,,"Desha County, AR",5041,27.0,231724,11.7,0.28310387985,AR,Arkansas,0.10843373494
99,05043,AR,"Drew County, AR",0.232142857143,0.159650894123,0.416666666667,5043,0.450777202073,"Drew County, AR",0.202004399591,636,18785,5,43,,"Drew County, AR",5043,16.0,316346,Unreliable,0.118147684606,AR,Arkansas,0.10843373494
100,05045,AR,"Faulkner County, AR",0.129464285714,0.274382074831,0.311274509804,5045,0.588082901554,"Faulkner County, AR",0.175465771751,818,119580,5,45,,"Faulkner County, AR",5045,47.0,1777152,2.6,0.0575719649562,AR,Arkansas,0.10843373494
101,05049,AR,"Fulton County, AR",0.151785714286,0.11477972157,0.362745098039,5049,0.588082901554,"Fulton County, AR",0.0816374250055,1900,12304,5,49,,"Fulton County, AR",5049,10.0,205189,Unreliable,0.113391739675,AR,Arkansas,0.10843373494
102,05051,AR,"Garland County, AR",0.165178571429,0.143962487622,0.40931372549,5051,0.658031088083,"Garland County, AR",0.217074747286,536,97173,5,51,,"Garland County, AR",5051,91.0,1589599,5.7,0.134668335419,AR,Arkansas,0.10843373494
103,05055,AR,"Greene County, AR",0.151785714286,0.204861852708,0.348039215686,5055,0.422279792746,"Greene County, AR",0.156675628522,976,43097,5,55,,"Greene County, AR",5055,20.0,690980,2.9,0.063829787234,AR,Arkansas,0.10843373494
104,05057,AR,"Hempstead County, AR",0.142857142857,0.113255538512,0.482843137255,5057,0.484455958549,"Hempstead County, AR",0.362523024243,122,22474,5,57,,"Hempstead County, AR",5057,20.0,388147,5.2,0.120400500626,AR,Arkansas,0.10843373494
105,05059,AR,"Hot Spring County, AR",0.147321428571,0.16462147836,0.426470588235,5059,0.528497409326,"Hot Spring County, AR",0.0366472160771,2603,33500,5,59,,"Hot Spring County, AR",5059,26.0,545362,4.8,0.110888610763,AR,Arkansas,0.10843373494
106,05063,AR,"Independence County, AR",0.209821428571,0.148991320894,0.367647058824,5063,0.492227979275,"Independence County, AR",0.313732810819,210,36997,5,63,,"Independence County, AR",5063,17.0,606641,Unreliable,0.061576971214,AR,Arkansas,0.10843373494
107,05067,AR,"Jackson County, AR",0.254464285714,0.0939459837291,0.546568627451,5067,0.352331606218,"Jackson County, AR",0.202749803299,631,17615,5,67,,"Jackson County, AR",5067,14.0,305511,Unreliable,0.106132665832,AR,Arkansas,0.10843373494
108,05069,AR,"Jefferson County, AR",0.236607142857,0.136846397297,0.553921568627,5069,0.502590673575,"Jefferson County, AR",0.535232586038,25,73191,5,69,,"Jefferson County, AR",5069,202.0,1339083,15.1,0.368961201502,AR,Arkansas,0.10843373494
