,FIPStxt,State,Area_name,Unemployment_rate_2015,Median_Household_Income_2015,poverty_rate,FIPS Code,college_rate,Unnamed: 0,County,County Code,Deaths,Population,Crude Rate,fire_rate,code,state,total_score,curved_score,grade,2010_gun_death_rate,2009_gun_export_rates
26,01053,AL,"Escambia County, AL",0.234234234234,0.135390171446,0.450261780105,1053,0.379120879121,,"Escambia County, AL",1053,32.0,645721,5.0,0.123107470836,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
27,01055,AL,"Etowah County, AL",0.193693693694,0.186892025707,0.353403141361,1055,0.634615384615,,"Etowah County, AL",1055,77.0,1762214,4.4,0.10846363862,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
28,01057,AL,"Fayette County, AL",0.234234234234,0.137768673669,0.353403141361,1057,0.362637362637,,"Fayette County, AL",1057,12.0,299972,Unreliable,0.0992802184165,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
29,01059,AL,"Franklin County, AL",0.207207207207,0.151845523562,0.371727748691,1059,0.392857142857,,"Franklin County, AL",1059,11.0,532441,Unreliable,0.0513775130305,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
30,01061,AL,"Geneva County, AL",0.184684684685,0.130040968487,0.405759162304,1061,0.5,,"Geneva County, AL",1061,22.0,446566,4.9,0.122362869198,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
31,01063,AL,"Greene County, AL",0.418918918919,0.024309263538,0.730366492147,1063,0.401098901099,,"Greene County, AL",1063,21.0,158808,13.2,0.328121121866,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
32,01065,AL,"Hale County, AL",0.27027027027,0.122089975341,0.544502617801,1065,0.343406593407,,"Hale County, AL",1065,24.0,277271,8.7,0.214941672872,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
33,01067,AL,"Henry County, AL",0.225225225225,0.19034813506,0.274869109948,1067,0.423076923077,,"Henry County, AL",1067,16.0,287392,Unreliable,0.138247704145,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
34,01069,AL,"Houston County, AL",0.198198198198,0.200706754946,0.366492146597,1069,0.538461538462,,"Houston County, AL",1069,64.0,1646898,3.9,0.09655001241,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
35,01071,AL,"Jackson County, AL",0.216216216216,0.168019338679,0.340314136126,1071,0.362637362637,,"Jackson County, AL",1071,25.0,907056,2.8,0.0685033507074,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
36,01073,AL,"Jefferson County, AL",0.18018018018,0.247762266276,0.369109947644,1073,0.543956043956,,"Jefferson County, AL",1073,1499.0,11195114,13.4,0.332340531149,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
37,01075,AL,"Lamar County, AL",0.202702702703,0.132283556298,0.476439790576,1075,0.478021978022,,"Lamar County, AL",1075,,252760,Suppressed,0.0,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
38,01077,AL,"Lauderdale County, AL",0.22972972973,0.195270178436,0.321989528796,1077,0.467032967033,,"Lauderdale County, AL",1077,49.0,1539817,3.2,0.0789277736411,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
39,01079,AL,"Lawrence County, AL",0.265765765766,0.183261169252,0.335078534031,1079,0.431318681319,,"Lawrence County, AL",1079,27.0,581454,4.6,0.115165053363,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
40,01081,AL,"Lee County, AL",0.153153153153,0.22860804225,0.429319371728,1081,0.486263736264,,"Lee County, AL",1081,120.0,2259103,5.3,0.131794489948,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
41,01083,AL,"Limestone County, AL",0.166666666667,0.312273071472,0.248691099476,1083,0.450549450549,,"Limestone County, AL",1083,47.0,1311618,3.6,0.0888557954828,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
42,01085,AL,"Lowndes County, AL",0.445945945946,0.0798303011475,0.727748691099,1085,0.365384615385,,"Lowndes County, AL",1085,35.0,203850,17.2,0.426160337553,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
43,01087,AL,"Macon County, AL",0.279279279279,0.064345766266,0.602094240838,1087,0.543956043956,,"Macon County, AL",1087,71.0,372204,19.1,0.473566641847,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
44,01089,AL,"Madison County, AL",0.166666666667,0.351659126653,0.240837696335,1089,0.510989010989,,"Madison County, AL",1089,202.0,5355512,3.8,0.0935716058575,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
45,01091,AL,"Marengo County, AL",0.261261261261,0.121303613382,0.416230366492,1091,0.43956043956,,"Marengo County, AL",1091,24.0,362769,6.6,0.164308761479,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
46,01093,AL,"Marion County, AL",0.22972972973,0.117303846378,0.350785340314,1093,0.568681318681,,"Marion County, AL",1093,13.0,521158,Unreliable,0.0618019359643,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
47,01095,AL,"Marshall County, AL",0.18018018018,0.17188319127,0.38219895288,1095,0.483516483516,,"Marshall County, AL",1095,31.0,1513293,2.0,0.0508811119384,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
48,01097,AL,"Mobile County, AL",0.234234234234,0.190629672058,0.361256544503,1097,0.524725274725,,"Mobile County, AL",1097,737.0,6906750,10.7,0.264829982626,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
49,01099,AL,"Monroe County, AL",0.369369369369,0.119109566433,0.570680628272,1099,0.343406593407,,"Monroe County, AL",1099,29.0,396147,7.3,0.181682799702,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
50,01101,AL,"Montgomery County, AL",0.198198198198,0.191949983496,0.46335078534,1101,0.461538461538,,"Montgomery County, AL",1101,479.0,3843739,12.5,0.309257880367,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
51,01103,AL,"Morgan County, AL",0.18018018018,0.236296914743,0.306282722513,1103,0.524725274725,,"Morgan County, AL",1103,63.0,1972383,3.2,0.0791759741871,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
52,01105,AL,"Perry County, AL",0.369369369369,0.0322699648564,0.772251308901,1105,0.31043956044,,"Perry County, AL",1105,19.0,183897,Unreliable,0.256391164061,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
53,01107,AL,"Pickens County, AL",0.225225225225,0.0996640972371,0.437172774869,1107,0.417582417582,,"Pickens County, AL",1107,10.0,343804,Unreliable,0.072226358898,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
54,01109,AL,"Pike County, AL",0.216216216216,0.112109974176,0.494764397906,1109,0.304945054945,,"Pike County, AL",1109,31.0,536577,5.8,0.143459915612,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
55,01111,AL,"Randolph County, AL",0.184684684685,0.14017630041,0.321989528796,1111,0.376373626374,,"Randolph County, AL",1111,26.0,384427,6.8,0.167783569124,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
56,01113,AL,"Russell County, AL",0.184684684685,0.128439120051,0.434554973822,1113,0.615384615385,,"Russell County, AL",1113,89.0,896464,9.9,0.246463142219,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
57,01115,AL,"St. Clair County, AL",0.157657657658,0.297691396618,0.198952879581,1115,0.565934065934,,"St. Clair County, AL",1115,37.0,1306235,2.8,0.0702407545297,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
58,01117,AL,"Shelby County, AL",0.108108108108,0.46584664971,0.123036649215,1117,0.489010989011,,"Shelby County, AL",1117,68.0,3041365,2.2,0.0555969223132,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
59,01119,AL,"Sumter County, AL",0.279279279279,0.029483719395,0.609947643979,1119,0.277472527473,,"Sumter County, AL",1119,20.0,237487,8.4,0.208984859767,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
60,01121,AL,"Talladega County, AL",0.216216216216,0.145787624022,0.447643979058,1121,0.508241758242,,"Talladega County, AL",1121,99.0,1384534,7.2,0.177463390419,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
61,01123,AL,"Tallapoosa County, AL",0.193693693694,0.156854940489,0.410994764398,1123,0.458791208791,,"Tallapoosa County, AL",1123,35.0,702008,5.0,0.123852072475,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
62,01125,AL,"Tuscaloosa County, AL",0.166666666667,0.242451896006,0.403141361257,1125,0.456043956044,,"Tuscaloosa County, AL",1125,173.0,3125897,5.5,0.137254901961,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
63,01127,AL,"Walker County, AL",0.247747747748,0.139904471584,0.395287958115,1127,0.538461538462,,"Walker County, AL",1127,37.0,1155639,3.2,0.0794241747332,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
64,01129,AL,"Washington County, AL",0.31981981982,0.191872318117,0.421465968586,1129,0.35989010989,,"Washington County, AL",1129,16.0,298063,Unreliable,0.133283693224,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
65,01131,AL,"Wilcox County, AL",0.576576576577,0.00116498068074,0.633507853403,1131,0.332417582418,,"Wilcox County, AL",1131,18.0,205984,Unreliable,0.21692727724,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
66,01133,AL,"Winston County, AL",0.256756756757,0.132060268334,0.319371727749,1133,0.491758241758,,"Winston County, AL",1133,19.0,416671,Unreliable,0.113179448995,AL,Alabama,3.5,0.138554216867,D‐,16.179149,33.2
67,02013,AK,"Aleutians East Borough, AK",0.0630630630631,0.331252548395,0.280104712042,2013,0.461538461538,,"Aleutians East Borough, AK",2013,,50154,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
68,02016,AK,"Aleutians West Census Area, AK",0.0900900900901,0.561142069394,0.0994764397906,2016,0.571428571429,,"Aleutians West Census Area, AK",2016,,94883,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
69,02020,AK,"Anchorage Borough/municipality, AK",0.144144144144,0.53294953692,0.130890052356,2020,0.664835164835,,"Anchorage Borough, AK",2020,182.0,4788449,3.8,0.0943162074957,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
70,02050,AK,"Bethel Census Area, AK",0.558558558559,0.213142923713,0.452879581152,2050,0.337912087912,,"Bethel Census Area, AK",2050,24.0,287127,8.4,0.20749565649,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
71,02060,AK,"Bristol Bay Borough, AK",0.333333333333,0.422101625148,0.109947643979,2060,0.821428571429,,"Bristol Bay Borough, AK",2060,,18418,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
72,02068,AK,"Denali Borough, AK",0.306306306306,0.486437683242,0.065445026178,2068,0.730769230769,,"Denali Borough, AK",2068,,24059,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
73,02070,AK,"Dillingham Census Area, AK",0.351351351351,0.270459973205,0.34554973822,2070,0.571428571429,,"Dillingham Census Area, AK",2070,,83114,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
74,02090,AK,"Fairbanks North Star Borough, AK",0.162162162162,0.465866066054,0.104712041885,2090,0.763736263736,,"Fairbanks North Star Borough, AK",2090,51.0,1573847,3.2,0.0804169769173,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
75,02100,AK,"Haines Borough, AK",0.355855855856,0.33961128478,0.146596858639,2100,0.568681318681,,"Haines Borough, AK",2100,,41178,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
76,02105,AK,"Hoonah-Angoon Census Area, AK",0.594594594595,0.299322369571,0.248691099476,2105,0.576923076923,,"Hoonah-Angoon Census Area, AK",2105,,4215,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
77,02110,AK,"Juneau Borough/city, AK",0.130630630631,0.582470924024,0.0994764397906,2110,0.653846153846,,"Juneau Borough, AK",2110,,533022,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
78,02122,AK,"Kenai Peninsula Borough, AK",0.27027027027,0.379890491816,0.185863874346,2122,0.717032967033,,"Kenai Peninsula Borough, AK",2122,22.0,909419,2.4,0.060064532142,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
79,02130,AK,"Ketchikan Gateway Borough, AK",0.225225225225,0.411820670641,0.149214659686,2130,0.656593406593,,"Ketchikan Gateway Borough, AK",2130,,231178,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
80,02150,AK,"Kodiak Island Borough, AK",0.135135135135,0.43318835796,0.0837696335079,2150,0.741758241758,,"Kodiak Island Borough, AK",2150,,231445,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
81,02164,AK,"Lake and Peninsula Borough, AK",0.477477477477,0.186649321399,0.316753926702,2164,0.552197802198,,"Lake and Peninsula Borough, AK",2164,,28181,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
82,02170,AK,"Matanuska-Susitna Borough, AK",0.261261261261,0.521396811836,0.15445026178,2170,0.782967032967,,"Matanuska-Susitna Borough, AK",2170,49.0,1355672,3.6,0.0896003971209,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
83,02180,AK,"Nome Census Area, AK",0.45045045045,0.29180824418,0.395287958115,2180,0.489010989011,,"Nome Census Area, AK",2180,,160470,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
84,02185,AK,"North Slope Borough, AK",0.175675675676,0.465409781954,0.188481675393,2185,0.730769230769,,"North Slope Borough, AK",2185,,146663,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
85,02188,AK,"Northwest Arctic Borough, AK",0.635135135135,0.299788361843,0.523560209424,2188,0.35989010989,,"Northwest Arctic Borough, AK",2188,,127007,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
86,02195,AK,"Petersburg Borough, AK",0.315315315315,0.390307360736,0.0942408376963,2195,0.714285714286,,"Petersburg Borough/Census Area, AK",2195,,6337,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
87,02198,AK,"Prince of Wales-Hyder Census Area, AK",0.477477477477,0.2175698503,0.240837696335,2198,0.623626373626,,"Prince of Wales-Hyder Census Area, AK",2198,,12737,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
88,02220,AK,"Sitka Borough/city, AK",0.126126126126,0.442479078889,0.123036649215,2220,0.771978021978,,"Sitka Borough, AK",2220,,151244,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
89,02230,AK,"Skagway Municipality, AK",0.432432432432,0.41729607984,0.00523560209424,2230,0.576923076923,,"Skagway Municipality, AK",2230,,2093,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
90,02240,AK,"Southeast Fairbanks Census Area, AK",0.391891891892,0.362202201813,0.206806282723,2240,0.813186813187,,"Southeast Fairbanks Census Area, AK",2240,,111725,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
91,02261,AK,"Valdez-Cordova Census Area, AK",0.306306306306,0.45829369163,0.123036649215,2261,0.692307692308,,"Valdez-Cordova Census Area, AK",2261,,166433,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
92,02275,AK,"Wrangell Borough/city, AK",0.27027027027,0.306836494961,0.180628272251,2275,0.64010989011,,"Wrangell City and Borough, AK",2275,,4746,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
93,02282,AK,"Yakutat Borough/city, AK",0.301801801802,0.299992233462,0.235602094241,2282,0.634615384615,,"Yakutat Borough, AK",2282,,11558,Suppressed,0.0,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
94,02290,AK,"Yukon-Koyukuk Census Area, AK",0.738738738739,0.144273149137,0.424083769634,2290,0.538461538462,,"Yukon-Koyukuk Census Area, AK",2290,17.0,108139,Unreliable,0.390171258377,AK,Alaska,‐7,0.0120481927711,F,20.508769,33.4
95,04001,AZ,"Apache County, AZ",0.513513513514,0.0793934333922,0.840314136126,4001,0.582417582418,,"Apache County, AZ",4001,49.0,1191393,4.1,0.102010424423,AZ,Arizona,‐8,0.0,F,14.531025,24.8
96,04003,AZ,"Cochise County, AZ",0.243243243243,0.199570898783,0.314136125654,4003,0.796703296703,,"Cochise County, AZ",4003,71.0,2137210,3.3,0.0824025812857,AZ,Arizona,‐8,0.0,F,14.531025,24.8
97,04005,AZ,"Coconino County, AZ",0.211711711712,0.282129196357,0.390052356021,4005,0.607142857143,,"Coconino County, AZ",4005,51.0,2188970,2.3,0.0578307272276,AZ,Arizona,‐8,0.0,F,14.531025,24.8
98,04007,AZ,"Gila County, AZ",0.27027027027,0.179135196008,0.400523560209,4007,0.711538461538,,"Gila County, AZ",4007,36.0,891499,4.0,0.100273020601,AZ,Arizona,‐8,0.0,F,14.531025,24.8
99,04009,AZ,"Graham County, AZ",0.247747747748,0.206541366522,0.431937172775,4009,0.75,,"Graham County, AZ",4009,,599928,Suppressed,0.0,AZ,Arizona,‐8,0.0,F,14.531025,24.8
100,04011,AZ,"Greenlee County, AZ",0.274774774775,0.349105877328,0.13612565445,4011,0.714285714286,,"Greenlee County, AZ",4011,,142981,Suppressed,0.0,AZ,Arizona,‐8,0.0,F,14.531025,24.8
101,04012,AZ,"La Paz County, AZ",0.252252252252,0.115925285906,0.379581151832,4012,0.494505494505,,"La Paz County, AZ",4012,,342379,Suppressed,0.0,AZ,Arizona,‐8,0.0,F,14.531025,24.8
102,04013,AZ,"Maricopa County, AZ",0.148648648649,0.3215637924,0.34554973822,4013,0.601648351648,,"Maricopa County, AZ",4013,3447.0,61627585,5.6,0.138744105237,AZ,Arizona,‐8,0.0,F,14.531025,24.8
103,04015,AZ,"Mohave County, AZ",0.274774774775,0.169562938081,0.321989528796,4015,0.68956043956,,"Mohave County, AZ",4015,121.0,3186478,3.8,0.0943162074957,AZ,Arizona,‐8,0.0,F,14.531025,24.8
104,04017,AZ,"Navajo County, AZ",0.351351351351,0.14333145642,0.599476439791,4017,0.708791208791,,"Navajo County, AZ",4017,54.0,1773418,3.0,0.0754529659965,AZ,Arizona,‐8,0.0,F,14.531025,24.8
105,04019,AZ,"Pima County, AZ",0.162162162162,0.235063976856,0.395287958115,4019,0.634615384615,,"Pima County, AZ",4019,867.0,15927209,5.4,0.135021097046,AZ,Arizona,‐8,0.0,F,14.531025,24.8
106,04021,AZ,"Pinal County, AZ",0.202702702703,0.271770576471,0.298429319372,4021,0.700549450549,,"Pinal County, AZ",4021,203.0,5007642,4.1,0.100521221147,AZ,Arizona,‐8,0.0,F,14.531025,24.8
107,04023,AZ,"Santa Cruz County, AZ",0.432432432432,0.116488359901,0.460732984293,4023,0.398351648352,,"Santa Cruz County, AZ",4023,21.0,745714,2.8,0.0699925539836,AZ,Arizona,‐8,0.0,F,14.531025,24.8
108,04025,AZ,"Yavapai County, AZ",0.171171171171,0.23616100033,0.274869109948,4025,0.741758241758,,"Yavapai County, AZ",4025,81.0,3372822,2.4,0.0595681310499,AZ,Arizona,‐8,0.0,F,14.531025,24.8
109,04027,AZ,"Yuma County, AZ",0.891891891892,0.170203677456,0.410994764398,4027,0.557692307692,,"Yuma County, AZ",4027,73.0,3125092,2.3,0.0580789277736,AZ,Arizona,‐8,0.0,F,14.531025,24.8
110,05001,AR,"Arkansas County, AR",0.108108108108,0.177513931227,0.376963350785,5001,0.434065934066,,"Arkansas County, AR",5001,22.0,332796,6.6,0.164060560933,AR,Arkansas,1,0.10843373494,F,14.389929,26.6
111,05003,AR,"Ashley County, AR",0.27027027027,0.164815641807,0.342931937173,5003,0.519230769231,,"Ashley County, AR",5003,16.0,382370,Unreliable,0.103747828245,AR,Arkansas,1,0.10843373494,F,14.389929,26.6
112,05005,AR,"Baxter County, AR",0.166666666667,0.135992078131,0.287958115183,5005,0.620879120879,,"Baxter County, AR",5005,15.0,683778,Unreliable,0.054355919583,AR,Arkansas,1,0.10843373494,F,14.389929,26.6
113,05007,AR,"Benton County, AR",0.0900900900901,0.363085645496,0.178010471204,5007,0.395604395604,,"Benton County, AR",5007,43.0,3400847,1.3,0.0312732688012,AR,Arkansas,1,0.10843373494,F,14.389929,26.6
114,05009,AR,"Boone County, AR",0.13963963964,0.174892724696,0.287958115183,5009,0.653846153846,,"Boone County, AR",5009,22.0,610764,3.6,0.0893521965748,AR,Arkansas,1,0.10843373494,F,14.389929,26.6
115,05011,AR,"Bradley County, AR",0.193693693694,0.140156884065,0.53664921466,5011,0.35989010989,,"Bradley County, AR",5011,,200841,Suppressed,0.0,AR,Arkansas,1,0.10843373494,F,14.389929,26.6
116,05013,AR,"Calhoun County, AR",0.162162162162,0.17117449469,0.264397905759,5013,0.263736263736,,"Calhoun County, AR",5013,,93466,Suppressed,0.0,AR,Arkansas,1,0.10843373494,F,14.389929,26.6
117,05015,AR,"Carroll County, AR",0.126126126126,0.142642176184,0.280104712042,5015,0.552197802198,,"Carroll County, AR",5015,10.0,453412,Unreliable,0.0548523206751,AR,Arkansas,1,0.10843373494,F,14.389929,26.6
118,05017,AR,"Chicot County, AR",0.328828828829,0.0686756111294,0.583769633508,5017,0.326923076923,,"Chicot County, AR",5017,26.0,211529,12.3,0.305038471085,AR,Arkansas,1,0.10843373494,F,14.389929,26.6
